PERIOD_DATE,PRODUNIT_ID,QTY
1/9/2021 0:00,LINES_RECEIVED-NOSPLITS,499
1/9/2021 0:00,ORDERS_RELEASED,989
1/9/2021 0:00,ORDERS_SHIPPED-NONKIT,2
1/9/2021 0:00,ORDERS_SHIPPED-KIT,65
1/9/2021 0:00,LINES_SHIPPED,152
1/9/2021 0:00,PUTAWAY,96
1/9/2021 0:00,ORDERS_DELIVERED-1121,35
1/9/2021 0:00,ORDERS_DELIVERED-1118,10
1/9/2021 0:00,ORDERS_DELIVERED-1117,8
1/9/2021 0:00,ORDERS_DELIVERED-1119,12
1/9/2021 0:00,KIT_ORDERS_STAGED,767
1/9/2021 0:00,KIT_ORDERS_SHIPPED_TD, -   
1/9/2021 0:00,STDKIT_LINES_RECEIVED,482
1/9/2021 0:00,STDKIT_LINES_ASSEMBLED,"4,015"
1/9/2021 0:00,PICK-BIN,"1,381"
1/9/2021 0:00,PICK-VLM,66
1/9/2021 0:00,PICK-BULK,232
1/9/2021 0:00,PICK-PALLET,647
1/9/2021 0:00,ORDERS_SHIPPED,67
1/10/2021 0:00,PICK-PALLET,323
1/10/2021 0:00,PICK-BULK,151
1/10/2021 0:00,LINES_RECEIVED-NOSPLITS,158
1/10/2021 0:00,ORDERS_SHIPPED,216
1/10/2021 0:00,ORDERS_SHIPPED-KIT,214
1/10/2021 0:00,ORDERS_SHIPPED-NONKIT,2
1/10/2021 0:00,LINES_SHIPPED,678
1/10/2021 0:00,PUTAWAY,91
1/10/2021 0:00,ORDERS_DELIVERED-1117,15
1/10/2021 0:00,ORDERS_DELIVERED-1119,23
1/10/2021 0:00,ORDERS_DELIVERED-1121,16
1/10/2021 0:00,KIT_ORDERS_STAGED,419
1/10/2021 0:00,KIT_ORDERS_SHIPPED_TD, -   
1/10/2021 0:00,STDKIT_LINES_RECEIVED,139
1/10/2021 0:00,STDKIT_LINES_ASSEMBLED,"1,605"
1/10/2021 0:00,PICK-BIN,916
1/10/2021 0:00,PICK-VLM,24
1/10/2021 0:00,ORDERS_RELEASED,803
1/11/2021 0:00,PUTAWAY,"2,175"
1/11/2021 0:00,NCIS_CREATED,46
1/11/2021 0:00,ORDERS_DELIVERED-1117,542
1/11/2021 0:00,ORDERS_DELIVERED-1121,96
1/11/2021 0:00,ORDERS_DELIVERED-1119,356
1/11/2021 0:00,KIT_ORDERS_STAGED,"1,045"
1/11/2021 0:00,KIT_ORDERS_SHIPPED_TD,435
1/11/2021 0:00,STDKIT_LINES_RECEIVED,414
1/11/2021 0:00,STDKIT_LINES_ASSEMBLED,"3,538"
1/11/2021 0:00,PICK-BIN,"1,234"
1/11/2021 0:00,PICK-VLM,197
1/11/2021 0:00,PICK-BULK,502
1/11/2021 0:00,PICK-PALLET,713
1/11/2021 0:00,CYCLE_COUNTS,26
1/11/2021 0:00,ORDERS_RELEASED,"1,252"
1/11/2021 0:00,LINES_RECEIVED-NOSPLITS,"2,077"
1/11/2021 0:00,ORDERS_SHIPPED,"1,492"
1/11/2021 0:00,ORDERS_SHIPPED-KIT,"1,435"
1/11/2021 0:00,ORDERS_SHIPPED-NONKIT,57
1/11/2021 0:00,LINES_SHIPPED,"4,068"
1/11/2021 0:00,ORDERS_DELIVERED-1118,527
1/12/2021 0:00,ORDERS_RELEASED,"1,455"
1/12/2021 0:00,CYCLE_COUNTS,88
1/12/2021 0:00,ORDERS_SHIPPED,"1,382"
1/12/2021 0:00,ORDERS_SHIPPED-KIT,"1,342"
1/12/2021 0:00,ORDERS_SHIPPED-NONKIT,40
1/12/2021 0:00,LINES_SHIPPED,"3,756"
1/12/2021 0:00,NCIS_CREATED,48
1/12/2021 0:00,PUTAWAY,"2,194"
1/12/2021 0:00,ORDERS_DELIVERED-1118,347
1/12/2021 0:00,ORDERS_DELIVERED-1121,144
1/12/2021 0:00,ORDERS_DELIVERED-1117,631
1/12/2021 0:00,ORDERS_DELIVERED-1119,278
1/12/2021 0:00,KIT_ORDERS_STAGED,"1,187"
1/12/2021 0:00,KIT_ORDERS_SHIPPED_TD,342
1/12/2021 0:00,STDKIT_LINES_RECEIVED,411
1/12/2021 0:00,STDKIT_LINES_ASSEMBLED,"3,327"
1/12/2021 0:00,PICK-BIN,"1,819"
1/12/2021 0:00,PICK-VLM,390
1/12/2021 0:00,PICK-BULK,520
1/12/2021 0:00,PICK-PALLET,731
1/12/2021 0:00,LINES_RECEIVED-NOSPLITS,"1,799"
1/13/2021 0:00,LINES_RECEIVED-NOSPLITS,"1,897"
1/13/2021 0:00,ORDERS_RELEASED,"1,248"
1/13/2021 0:00,ORDERS_SHIPPED-KIT,"1,142"
1/13/2021 0:00,ORDERS_SHIPPED-NONKIT,59
1/13/2021 0:00,LINES_SHIPPED,"2,921"
1/13/2021 0:00,NCIS_CREATED,46
1/13/2021 0:00,PUTAWAY,"2,187"
1/13/2021 0:00,ORDERS_DELIVERED-1119,230
1/13/2021 0:00,ORDERS_DELIVERED-1121,107
1/13/2021 0:00,ORDERS_DELIVERED-1117,515
1/13/2021 0:00,ORDERS_DELIVERED-1118,270
1/13/2021 0:00,KIT_ORDERS_STAGED,"1,173"
1/13/2021 0:00,KIT_ORDERS_SHIPPED_TD,142
1/13/2021 0:00,STDKIT_LINES_RECEIVED,711
1/13/2021 0:00,STDKIT_LINES_ASSEMBLED,"6,536"
1/13/2021 0:00,PICK-BIN,"1,780"
1/13/2021 0:00,PICK-VLM,214
1/13/2021 0:00,PICK-BULK,449
1/13/2021 0:00,PICK-PALLET,820
1/13/2021 0:00,CYCLE_COUNTS,114
1/13/2021 0:00,ORDERS_SHIPPED,"1,201"
1/14/2021 0:00,LINES_RECEIVED-NOSPLITS,"2,137"
1/14/2021 0:00,ORDERS_RELEASED,459
1/14/2021 0:00,ORDERS_SHIPPED-KIT,"1,407"
1/14/2021 0:00,ORDERS_SHIPPED-NONKIT,53
1/14/2021 0:00,LINES_SHIPPED,"4,044"
1/14/2021 0:00,NCIS_CREATED,38
1/14/2021 0:00,PUTAWAY,"1,930"
1/14/2021 0:00,ORDERS_DELIVERED-1121,169
1/14/2021 0:00,ORDERS_DELIVERED-1117,431
1/14/2021 0:00,ORDERS_DELIVERED-1118,442
1/14/2021 0:00,ORDERS_DELIVERED-1119,422
1/14/2021 0:00,KIT_ORDERS_STAGED,"1,122"
1/14/2021 0:00,KIT_ORDERS_SHIPPED_TD,407
1/14/2021 0:00,STDKIT_LINES_RECEIVED,710
1/14/2021 0:00,STDKIT_LINES_ASSEMBLED,"5,379"
1/14/2021 0:00,PICK-BIN,"1,628"
1/14/2021 0:00,PICK-VLM,263
1/14/2021 0:00,PICK-BULK,613
1/14/2021 0:00,PICK-PALLET,763
1/14/2021 0:00,CYCLE_COUNTS,16
1/14/2021 0:00,ORDERS_SHIPPED,"1,460"
1/15/2021 0:00,LINES_RECEIVED-NOSPLITS,"2,107"
1/15/2021 0:00,ORDERS_RELEASED,436
1/15/2021 0:00,ORDERS_SHIPPED-KIT,995
1/15/2021 0:00,ORDERS_SHIPPED-NONKIT,55
1/15/2021 0:00,LINES_SHIPPED,"3,124"
1/15/2021 0:00,NCIS_CREATED,31
1/15/2021 0:00,PUTAWAY,"1,770"
1/15/2021 0:00,ORDERS_DELIVERED-1118,241
1/15/2021 0:00,ORDERS_DELIVERED-1121,111
1/15/2021 0:00,ORDERS_DELIVERED-1117,438
1/15/2021 0:00,ORDERS_DELIVERED-1119,262
1/15/2021 0:00,KIT_ORDERS_STAGED,"1,057"
