PERIOD_DATE,PRODUNIT_ID,QTY
2/1/2021 0:00,ID18,258
2/1/2021 0:00,ID1,505
2/1/2021 0:00,ID17,636
2/1/2021 0:00,ID2,137
2/1/2021 0:00,ID13,"1,250"
2/2/2021 0:00,ID20,"10,642"
2/2/2021 0:00,ID21,"1,257"
2/2/2021 0:00,ID18,236
2/2/2021 0:00,ID1,476
2/2/2021 0:00,ID17,581
2/2/2021 0:00,ID2,200
2/2/2021 0:00,ID12,"1,238"
2/2/2021 0:00,ID5,"2,024"
2/2/2021 0:00,ID13,"1,329"
2/2/2021 0:00,ID15,40
2/2/2021 0:00,ID14,"1,289"
2/2/2021 0:00,ID6,"3,459"
2/2/2021 0:00,ID7,33
2/2/2021 0:00,ID19,"1,880"
2/2/2021 0:00,ID11,118
2/2/2021 0:00,ID8,618
2/2/2021 0:00,ID10,298
2/2/2021 0:00,ID9,212
2/2/2021 0:00,ID4,925
2/2/2021 0:00,ID3,289
2/2/2021 0:00,ID16,"1,406"
2/3/2021 0:00,ID5,"1,489"
2/3/2021 0:00,ID12,"1,258"
2/3/2021 0:00,ID15,86
2/3/2021 0:00,ID14,908
2/3/2021 0:00,ID6,"2,703"
2/3/2021 0:00,ID7,37
2/3/2021 0:00,ID19,"1,879"
2/3/2021 0:00,ID9,248
2/3/2021 0:00,ID11,125
2/3/2021 0:00,ID10,301
2/3/2021 0:00,ID8,427
2/3/2021 0:00,ID4,"1,260"
2/3/2021 0:00,ID3,-
2/3/2021 0:00,ID21,494
2/3/2021 0:00,ID20,"3,818"
2/3/2021 0:00,ID16,"2,444"
2/3/2021 0:00,ID18,145
2/3/2021 0:00,ID1,518
2/3/2021 0:00,ID17,974
2/3/2021 0:00,ID2,199
2/3/2021 0:00,ID13,994
2/4/2021 0:00,ID9,266
2/4/2021 0:00,ID19,"2,328"
2/4/2021 0:00,ID8,692
2/4/2021 0:00,ID10,302
2/4/2021 0:00,ID4,"1,390"
2/4/2021 0:00,ID3,399
2/4/2021 0:00,ID21,852
2/4/2021 0:00,ID20,"6,851"
2/4/2021 0:00,ID16,"1,892"
2/4/2021 0:00,ID18,143
2/4/2021 0:00,ID1,579
2/4/2021 0:00,ID17,852
2/4/2021 0:00,ID2,214
2/4/2021 0:00,ID12,496
2/4/2021 0:00,ID5,"2,497"
2/4/2021 0:00,ID13,"1,449"
2/4/2021 0:00,ID14,"1,399"
2/4/2021 0:00,ID15,50
2/4/2021 0:00,ID6,"3,678"
2/4/2021 0:00,ID7,40
2/4/2021 0:00,ID11,103
2/5/2021 0:00,ID9,241
2/5/2021 0:00,ID8,496
2/5/2021 0:00,ID3,324
2/5/2021 0:00,ID21,623
2/5/2021 0:00,ID20,"5,486"
2/5/2021 0:00,ID16,"2,076"
2/5/2021 0:00,ID18,152
2/5/2021 0:00,ID1,592
2/5/2021 0:00,ID17,828
2/5/2021 0:00,ID2,128
2/5/2021 0:00,ID12,402
